date,product_id,product_name,demand,promotion_active,day_of_week,month,year,economic_trend_factor
2024-11-18,1002,Gala Apples,76.09,False,0,11,2024,1.046
2024-11-19,1002,Gala Apples,81.41,False,1,11,2024,1.046
2024-11-20,1002,Gala Apples,92.82,False,2,11,2024,1.046
2024-11-21,1002,Gala Apples,103.13,False,3,11,2024,1.046
2024-11-22,1002,Gala Apples,95.9,False,4,11,2024,1.046
2024-11-23,1002,Gala Apples,118.11,False,5,11,2024,1.047
2024-11-24,1002,Gala Apples,132.3,False,6,11,2024,1.047
2024-11-25,1002,Gala Apples,90.27,False,0,11,2024,1.047
2024-11-26,1002,Gala Apples,102.82,False,1,11,2024,1.047
2024-11-27,1002,Gala Apples,85.35,False,2,11,2024,1.047
2024-11-28,1002,Gala Apples,125.61,True,3,11,2024,1.047
2024-11-29,1002,Gala Apples,98.77,False,4,11,2024,1.047
2024-11-30,1002,Gala Apples,121.87,False,5,11,2024,1.047
2024-12-01,1002,Gala Apples,118.69,False,6,12,2024,1.047
2024-12-02,1002,Gala Apples,79.72,False,0,12,2024,1.047
2024-12-03,1002,Gala Apples,96.04,False,1,12,2024,1.047
2024-12-04,1002,Gala Apples,93.14,False,2,12,2024,1.048
2024-12-05,1002,Gala Apples,102.03,False,3,12,2024,1.048
2024-12-06,1002,Gala Apples,107.5,False,4,12,2024,1.048
2024-12-07,1002,Gala Apples,133.55,False,5,12,2024,1.048
2024-12-08,1002,Gala Apples,122.08,False,6,12,2024,1.048
2024-12-09,1002,Gala Apples,91.0,False,0,12,2024,1.048
2024-12-10,1002,Gala Apples,85.99,False,1,12,2024,1.048
2024-12-11,1002,Gala Apples,109.03,False,2,12,2024,1.048
2024-12-12,1002,Gala Apples,101.46,False,3,12,2024,1.048
2024-12-13,1002,Gala Apples,98.42,False,4,12,2024,1.048
2024-12-14,1002,Gala Apples,136.83,False,5,12,2024,1.048
2024-12-15,1002,Gala Apples,118.56,False,6,12,2024,1.049
2024-12-16,1002,Gala Apples,121.18,True,0,12,2024,1.049
2024-12-17,1002,Gala Apples,112.38,False,1,12,2024,1.049
2024-12-18,1002,Gala Apples,94.03,False,2,12,2024,1.049
2024-12-19,1002,Gala Apples,140.44,True,3,12,2024,1.049
2024-12-20,1002,Gala Apples,97.65,False,4,12,2024,1.049
2024-12-21,1002,Gala Apples,156.29,False,5,12,2024,1.049
2024-12-22,1002,Gala Apples,121.48,False,6,12,2024,1.049
2024-12-23,1002,Gala Apples,86.4,False,0,12,2024,1.049
2024-12-24,1002,Gala Apples,88.31,False,1,12,2024,1.049
2024-12-25,1002,Gala Apples,119.03,False,2,12,2024,1.049
2024-12-26,1002,Gala Apples,116.74,False,3,12,2024,1.05
2024-12-27,1002,Gala Apples,114.71,False,4,12,2024,1.05
2024-12-28,1002,Gala Apples,135.39,False,5,12,2024,1.05
2024-12-29,1002,Gala Apples,144.54,False,6,12,2024,1.05
2024-12-30,1002,Gala Apples,87.7,False,0,12,2024,1.05
2024-12-31,1002,Gala Apples,82.27,False,1,12,2024,1.05
2022-01-01,1003,Avocados,100.95,False,5,1,2022,0.95
2022-01-02,1003,Avocados,99.03,False,6,1,2022,0.95
2022-01-03,1003,Avocados,73.46,False,0,1,2022,0.95
2022-01-04,1003,Avocados,102.58,True,1,1,2022,0.95
2022-01-05,1003,Avocados,61.34,False,2,1,2022,0.95
2022-01-06,1003,Avocados,57.05,False,3,1,2022,0.95
2022-01-07,1003,Avocados,92.48,False,4,1,2022,0.951
2022-01-08,1003,Avocados,84.06,False,5,1,2022,0.951
2022-01-09,1003,Avocados,107.66,False,6,1,2022,0.951
2022-01-10,1003,Avocados,80.91,False,0,1,2022,0.951
2022-01-11,1003,Avocados,84.65,False,1,1,2022,0.951
2022-01-12,1003,Avocados,76.91,False,2,1,2022,0.951
2022-01-13,1003,Avocados,66.41,False,3,1,2022,0.951
2022-01-14,1003,Avocados,90.78,False,4,1,2022,0.951
2022-01-15,1003,Avocados,118.69,False,5,1,2022,0.951
2022-01-16,1003,Avocados,107.87,False,6,1,2022,0.951
2022-01-17,1003,Avocados,51.81,False,0,1,2022,0.951
2022-01-18,1003,Avocados,76.53,False,1,1,2022,0.952
2022-01-19,1003,Avocados,110.57,True,2,1,2022,0.952
2022-01-20,1003,Avocados,103.68,True,3,1,2022,0.952
2022-01-21,1003,Avocados,114.82,False,4,1,2022,0.952
2022-01-22,1003,Avocados,101.34,False,5,1,2022,0.952
2022-01-23,1003,Avocados,105.82,False,6,1,2022,0.952
2022-01-24,1003,Avocados,64.14,False,0,1,2022,0.952
2022-01-25,1003,Avocados,65.57,False,1,1,2022,0.952
2022-01-26,1003,Avocados,99.62,False,2,1,2022,0.952
2022-01-27,1003,Avocados,95.91,False,3,1,2022,0.952
2022-01-28,1003,Avocados,98.85,False,4,1,2022,0.952
2022-01-29,1003,Avocados,112.53,False,5,1,2022,0.953
2022-01-30,1003,Avocados,111.56,False,6,1,2022,0.953
2022-01-31,1003,Avocados,87.95,False,0,1,2022,0.953
2022-02-01,1003,Avocados,72.51,False,1,2,2022,0.953
2022-02-02,1003,Avocados,78.39,False,2,2,2022,0.953
2022-02-03,1003,Avocados,90.91,False,3,2,2022,0.953
2022-02-04,1003,Avocados,104.34,False,4,2,2022,0.953
2022-02-05,1003,Avocados,109.26,False,5,2,2022,0.953
2022-02-06,1003,Avocados,104.8,False,6,2,2022,0.953
2022-02-07,1003,Avocados,64.68,False,0,2,2022,0.953
2022-02-08,1003,Avocados,85.51,False,1,2,2022,0.953
2022-02-09,1003,Avocados,92.14,False,2,2,2022,0.954
2022-02-10,1003,Avocados,83.88,False,3,2,2022,0.954
2022-02-11,1003,Avocados,100.94,False,4,2,2022,0.954
2022-02-12,1003,Avocados,119.62,False,5,2,2022,0.954
2022-02-13,1003,Avocados,79.26,False,6,2,2022,0.954
2022-02-14,1003,Avocados,76.19,False,0,2,2022,0.954
2022-02-15,1003,Avocados,69.62,False,1,2,2022,0.954
2022-02-16,1003,Avocados,107.6,False,2,2,2022,0.954
2022-02-17,1003,Avocados,87.66,False,3,2,2022,0.954
2022-02-18,1003,Avocados,90.96,False,4,2,2022,0.954
2022-02-19,1003,Avocados,116.92,False,5,2,2022,0.954
2022-02-20,1003,Avocados,108.71,False,6,2,2022,0.955
2022-02-21,1003,Avocados,91.78,False,0,2,2022,0.955
2022-02-22,1003,Avocados,110.82,True,1,2,2022,0.955
2022-02-23,1003,Avocados,85.05,False,2,2,2022,0.955
2022-02-24,1003,Avocados,124.43,True,3,2,2022,0.955
2022-02-25,1003,Avocados,108.52,False,4,2,2022,0.955
2022-02-26,1003,Avocados,115.33,False,5,2,2022,0.955
2022-02-27,1003,Avocados,108.8,False,6,2,2022,0.955
2022-02-28,1003,Avocados,76.72,False,0,2,2022,0.955
2022-03-01,1003,Avocados,68.52,False,1,3,2022,0.955
2022-03-02,1003,Avocados,82.28,False,2,3,2022,0.955
2022-03-03,1003,Avocados,86.71,False,3,3,2022,0.956
2022-03-04,1003,Avocados,110.22,False,4,3,2022,0.956
2022-03-05,1003,Avocados,124.65,False,5,3,2022,0.956
2022-03-06,1003,Avocados,102.19,False,6,3,2022,0.956
2022-03-07,1003,Avocados,81.36,False,0,3,2022,0.956
2022-03-08,1003,Avocados,82.37,False,1,3,2022,0.956
2022-03-09,1003,Avocados,89.18,False,2,3,2022,0.956
2022-03-10,1003,Avocados,91.79,False,3,3,2022,0.956
2022-03-11,1003,Avocados,104.85,False,4,3,2022,0.956
2022-03-12,1003,Avocados,120.93,False,5,3,2022,0.956
2022-03-13,1003,Avocados,108.69,False,6,3,2022,0.956
2022-03-14,1003,Avocados,85.76,False,0,3,2022,0.957
2022-03-15,1003,Avocados,92.12,False,1,3,2022,0.957
2022-03-16,1003,Avocados,87.66,False,2,3,2022,0.957
2022-03-17,1003,Avocados,121.25,True,3,3,2022,0.957
2022-03-18,1003,Avocados,124.02,True,4,3,2022,0.957
2022-03-19,1003,Avocados,142.78,False,5,3,2022,0.957
2022-03-20,1003,Avocados,105.16,False,6,3,2022,0.957
2022-03-21,1003,Avocados,71.86,False,0,3,2022,0.957
2022-03-22,1003,Avocados,74.51,False,1,3,2022,0.957
2022-03-23,1003,Avocados,75.99,False,2,3,2022,0.957
2022-03-24,1003,Avocados,84.73,False,3,3,2022,0.957
2022-03-25,1003,Avocados,95.0,False,4,3,2022,0.958
2022-03-26,1003,Avocados,120.23,False,5,3,2022,0.958
2022-03-27,1003,Avocados,86.04,False,6,3,2022,0.958
2022-03-28,1003,Avocados,67.09,False,0,3,2022,0.958
2022-03-29,1003,Avocados,95.34,False,1,3,2022,0.958
2022-03-30,1003,Avocados,122.26,True,2,3,2022,0.958
2022-03-31,1003,Avocados,104.74,False,3,3,2022,0.958
2022-04-01,1003,Avocados,118.85,False,4,4,2022,0.958
2022-04-02,1003,Avocados,132.11,False,5,4,2022,0.958
2022-04-03,1003,Avocados,133.5,False,6,4,2022,0.958
2022-04-04,1003,Avocados,83.77,False,0,4,2022,0.958
2022-04-05,1003,Avocados,106.85,True,1,4,2022,0.959
2022-04-06,1003,Avocados,75.01,False,2,4,2022,0.959
2022-04-07,1003,Avocados,89.78,False,3,4,2022,0.959
2022-04-08,1003,Avocados,97.22,False,4,4,2022,0.959
2022-04-09,1003,Avocados,115.27,False,5,4,2022,0.959
2022-04-10,1003,Avocados,173.44,True,6,4,2022,0.959
2022-04-11,1003,Avocados,99.76,True,0,4,2022,0.959
2022-04-12,1003,Avocados,84.45,False,1,4,2022,0.959
2022-04-13,1003,Avocados,63.48,False,2,4,2022,0.959
2022-04-14,1003,Avocados,78.04,False,3,4,2022,0.959
2022-04-15,1003,Avocados,88.63,False,4,4,2022,0.959
2022-04-16,1003,Avocados,123.46,False,5,4,2022,0.96
2022-04-17,1003,Avocados,116.92,False,6,4,2022,0.96
2022-04-18,1003,Avocados,85.23,True,0,4,2022,0.96
2022-04-19,1003,Avocados,89.3,False,1,4,2022,0.96
2022-04-20,1003,Avocados,126.5,True,2,4,2022,0.96
2022-04-21,1003,Avocados,91.02,False,3,4,2022,0.96
2022-04-22,1003,Avocados,98.16,False,4,4,2022,0.96
2022-04-23,1003,Avocados,158.44,True,5,4,2022,0.96
2022-04-24,1003,Avocados,104.3,False,6,4,2022,0.96
2022-04-25,1003,Avocados,99.43,True,0,4,2022,0.96
2022-04-26,1003,Avocados,69.19,False,1,4,2022,0.961
2022-04-27,1003,Avocados,85.15,False,2,4,2022,0.961
2022-04-28,1003,Avocados,118.85,True,3,4,2022,0.961
2022-04-29,1003,Avocados,96.79,False,4,4,2022,0.961
2022-04-30,1003,Avocados,172.37,True,5,4,2022,0.961
2022-05-01,1003,Avocados,142.01,True,6,5,2022,0.961
2022-05-02,1003,Avocados,69.05,False,0,5,2022,0.961
2022-05-03,1003,Avocados,92.68,False,1,5,2022,0.961
2022-05-04,1003,Avocados,80.5,False,2,5,2022,0.961
2022-05-05,1003,Avocados,87.48,False,3,5,2022,0.961
2022-05-06,1003,Avocados,89.5,False,4,5,2022,0.961
2022-05-07,1003,Avocados,126.97,False,5,5,2022,0.962
2022-05-08,1003,Avocados,115.55,False,6,5,2022,0.962
2022-05-09,1003,Avocados,53.8,False,0,5,2022,0.962
2022-05-10,1003,Avocados,67.64,False,1,5,2022,0.962
2022-05-11,1003,Avocados,77.17,False,2,5,2022,0.962
2022-05-12,1003,Avocados,68.86,False,3,5,2022,0.962
2022-05-13,1003,Avocados,110.43,True,4,5,2022,0.962
2022-05-14,1003,Avocados,124.16,False,5,5,2022,0.962
2022-05-15,1003,Avocados,106.21,False,6,5,2022,0.962
2022-05-16,1003,Avocados,73.36,False,0,5,2022,0.962
2022-05-17,1003,Avocados,97.88,False,1,5,2022,0.962
2022-05-18,1003,Avocados,114.78,True,2,5,2022,0.963
2022-05-19,1003,Avocados,89.95,False,3,5,2022,0.963
2022-05-20,1003,Avocados,85.98,False,4,5,2022,0.963
2022-05-21,1003,Avocados,109.47,False,5,5,2022,0.963
2022-05-22,1003,Avocados,87.59,False,6,5,2022,0.963
2022-05-23,1003,Avocados,76.51,False,0,5,2022,0.963
2022-05-24,1003,Avocados,67.62,False,1,5,2022,0.963
2022-05-25,1003,Avocados,84.01,False,2,5,2022,0.963
2022-05-26,1003,Avocados,102.97,False,3,5,2022,0.963
2022-05-27,1003,Avocados,116.19,True,4,5,2022,0.963
2022-05-28,1003,Avocados,90.66,False,5,5,2022,0.963
2022-05-29,1003,Avocados,95.25,False,6,5,2022,0.964
2022-05-30,1003,Avocados,70.32,False,0,5,2022,0.964
2022-05-31,1003,Avocados,73.93,False,1,5,2022,0.964
2022-06-01,1003,Avocados,103.64,True,2,6,2022,0.964
2022-06-02,1003,Avocados,82.34,False,3,6,2022,0.964
2022-06-03,1003,Avocados,82.65,False,4,6,2022,0.964
2022-06-04,1003,Avocados,96.38,False,5,6,2022,0.964
2022-06-05,1003,Avocados,100.84,False,6,6,2022,0.964
2022-06-06,1003,Avocados,59.46,False,0,6,2022,0.964
2022-06-07,1003,Avocados,61.39,False,1,6,2022,0.964
2022-06-08,1003,Avocados,64.16,False,2,6,2022,0.964
2022-06-09,1003,Avocados,92.96,False,3,6,2022,0.965
2022-06-10,1003,Avocados,76.35,False,4,6,2022,0.965
2022-06-11,1003,Avocados,100.11,False,5,6,2022,0.965
2022-06-12,1003,Avocados,124.57,True,6,6,2022,0.965
2022-06-13,1003,Avocados,61.71,False,0,6,2022,0.965
2022-06-14,1003,Avocados,71.07,False,1,6,2022,0.965
2022-06-15,1003,Avocados,85.54,False,2,6,2022,0.965
2022-06-16,1003,Avocados,84.91,False,3,6,2022,0.965
2022-06-17,1003,Avocados,87.16,False,4,6,2022,0.965
2022-06-18,1003,Avocados,118.35,False,5,6,2022,0.965
2022-06-19,1003,Avocados,72.27,False,6,6,2022,0.965
2022-06-20,1003,Avocados,96.58,False,0,6,2022,0.966
2022-06-21,1003,Avocados,62.34,False,1,6,2022,0.966
2022-06-22,1003,Avocados,71.82,False,2,6,2022,0.966
2022-06-23,1003,Avocados,76.34,False,3,6,2022,0.966
2022-06-24,1003,Avocados,84.29,False,4,6,2022,0.966
2022-06-25,1003,Avocados,96.49,False,5,6,2022,0.966
2022-06-26,1003,Avocados,79.94,False,6,6,2022,0.966
2022-06-27,1003,Avocados,60.08,False,0,6,2022,0.966
2022-06-28,1003,Avocados,81.38,False,1,6,2022,0.966
2022-06-29,1003,Avocados,75.0,False,2,6,2022,0.966
2022-06-30,1003,Avocados,53.9,False,3,6,2022,0.966
2022-07-01,1003,Avocados,95.32,False,4,7,2022,0.967
2022-07-02,1003,Avocados,104.73,False,5,7,2022,0.967
2022-07-03,1003,Avocados,94.29,False,6,7,2022,0.967
2022-07-04,1003,Avocados,68.09,False,0,7,2022,0.967
2022-07-05,1003,Avocados,95.77,True,1,7,2022,0.967
2022-07-06,1003,Avocados,104.22,True,2,7,2022,0.967
2022-07-07,1003,Avocados,84.61,False,3,7,2022,0.967
2022-07-08,1003,Avocados,81.41,False,4,7,2022,0.967
2022-07-09,1003,Avocados,78.8,False,5,7,2022,0.967
2022-07-10,1003,Avocados,85.75,False,6,7,2022,0.967
2022-07-11,1003,Avocados,60.26,False,0,7,2022,0.967
2022-07-12,1003,Avocados,73.84,False,1,7,2022,0.968
2022-07-13,1003,Avocados,67.7,False,2,7,2022,0.968
2022-07-14,1003,Avocados,67.53,False,3,7,2022,0.968
2022-07-15,1003,Avocados,82.55,False,4,7,2022,0.968
2022-07-16,1003,Avocados,92.51,False,5,7,2022,0.968
2022-07-17,1003,Avocados,78.21,False,6,7,2022,0.968
2022-07-18,1003,Avocados,74.63,False,0,7,2022,0.968
2022-07-19,1003,Avocados,76.83,False,1,7,2022,0.968
2022-07-20,1003,Avocados,66.02,False,2,7,2022,0.968
2022-07-21,1003,Avocados,91.42,True,3,7,2022,0.968
2022-07-22,1003,Avocados,85.62,True,4,7,2022,0.968
2022-07-23,1003,Avocados,85.17,False,5,7,2022,0.969
2022-07-24,1003,Avocados,82.27,False,6,7,2022,0.969
2022-07-25,1003,Avocados,56.5,False,0,7,2022,0.969
2022-07-26,1003,Avocados,71.45,False,1,7,2022,0.969
2022-07-27,1003,Avocados,66.2,False,2,7,2022,0.969
2022-07-28,1003,Avocados,94.76,True,3,7,2022,0.969
2022-07-29,1003,Avocados,70.85,False,4,7,2022,0.969
2022-07-30,1003,Avocados,104.53,False,5,7,2022,0.969
2022-07-31,1003,Avocados,83.54,False,6,7,2022,0.969
2022-08-01,1003,Avocados,57.93,False,0,8,2022,0.969
2022-08-02,1003,Avocados,67.03,False,1,8,2022,0.969
2022-08-03,1003,Avocados,56.58,False,2,8,2022,0.97
2022-08-04,1003,Avocados,71.44,False,3,8,2022,0.97
2022-08-05,1003,Avocados,70.21,False,4,8,2022,0.97
2022-08-06,1003,Avocados,83.04,False,5,8,2022,0.97
2022-08-07,1003,Avocados,88.96,False,6,8,2022,0.97
2022-08-08,1003,Avocados,63.54,True,0,8,2022,0.97
2022-08-09,1003,Avocados,56.34,False,1,8,2022,0.97
2022-08-10,1003,Avocados,89.93,True,2,8,2022,0.97
2022-08-11,1003,Avocados,68.49,False,3,8,2022,0.97
2022-08-12,1003,Avocados,82.49,False,4,8,2022,0.97
2022-08-13,1003,Avocados,87.26,False,5,8,2022,0.97
2022-08-14,1003,Avocados,79.91,False,6,8,2022,0.971
2022-08-15,1003,Avocados,59.93,True,0,8,2022,0.971
2022-08-16,1003,Avocados,73.29,True,1,8,2022,0.971
2022-08-17,1003,Avocados,74.54,False,2,8,2022,0.971
2022-08-18,1003,Avocados,59.41,False,3,8,2022,0.971
2022-08-19,1003,Avocados,65.19,False,4,8,2022,0.971
2022-08-20,1003,Avocados,104.41,True,5,8,2022,0.971
2022-08-21,1003,Avocados,76.32,False,6,8,2022,0.971
2022-08-22,1003,Avocados,49.75,False,0,8,2022,0.971
2022-08-23,1003,Avocados,61.37,False,1,8,2022,0.971
2022-08-24,1003,Avocados,62.1,False,2,8,2022,0.971
2022-08-25,1003,Avocados,105.34,True,3,8,2022,0.972
2022-08-26,1003,Avocados,58.17,False,4,8,2022,0.972
2022-08-27,1003,Avocados,79.53,False,5,8,2022,0.972
2022-08-28,1003,Avocados,73.95,False,6,8,2022,0.972
2022-08-29,1003,Avocados,62.54,False,0,8,2022,0.972
2022-08-30,1003,Avocados,50.23,False,1,8,2022,0.972
2022-08-31,1003,Avocados,66.92,False,2,8,2022,0.972
2022-09-01,1003,Avocados,109.67,True,3,9,2022,0.972
2022-09-02,1003,Avocados,66.12,False,4,9,2022,0.972
2022-09-03,1003,Avocados,79.24,False,5,9,2022,0.972
2022-09-04,1003,Avocados,72.37,False,6,9,2022,0.972
2022-09-05,1003,Avocados,75.24,False,0,9,2022,0.973
2022-09-06,1003,Avocados,71.02,True,1,9,2022,0.973
2022-09-07,1003,Avocados,85.85,False,2,9,2022,0.973
2022-09-08,1003,Avocados,53.31,False,3,9,2022,0.973
2022-09-09,1003,Avocados,65.25,False,4,9,2022,0.973
2022-09-10,1003,Avocados,76.74,False,5,9,2022,0.973
2022-09-11,1003,Avocados,69.04,False,6,9,2022,0.973
2022-09-12,1003,Avocados,53.63,True,0,9,2022,0.973
2022-09-13,1003,Avocados,51.04,False,1,9,2022,0.973
2022-09-14,1003,Avocados,53.24,False,2,9,2022,0.973
2022-09-15,1003,Avocados,72.14,False,3,9,2022,0.973
2022-09-16,1003,Avocados,75.74,False,4,9,2022,0.974
2022-09-17,1003,Avocados,89.17,False,5,9,2022,0.974
2022-09-18,1003,Avocados,101.99,True,6,9,2022,0.974
2022-09-19,1003,Avocados,53.99,False,0,9,2022,0.974
2022-09-20,1003,Avocados,52.36,False,1,9,2022,0.974
2022-09-21,1003,Avocados,51.8,False,2,9,2022,0.974
2022-09-22,1003,Avocados,65.42,False,3,9,2022,0.974
2022-09-23,1003,Avocados,56.22,False,4,9,2022,0.974
2022-09-24,1003,Avocados,97.61,True,5,9,2022,0.974
2022-09-25,1003,Avocados,84.15,False,6,9,2022,0.974
2022-09-26,1003,Avocados,84.18,True,0,9,2022,0.974
2022-09-27,1003,Avocados,59.31,False,1,9,2022,0.975
2022-09-28,1003,Avocados,68.13,False,2,9,2022,0.975
2022-09-29,1003,Avocados,60.42,False,3,9,2022,0.975
2022-09-30,1003,Avocados,54.81,False,4,9,2022,0.975
2022-10-01,1003,Avocados,96.35,False,5,10,2022,0.975
2022-10-02,1003,Avocados,81.31,False,6,10,2022,0.975
2022-10-03,1003,Avocados,54.96,False,0,10,2022,0.975
2022-10-04,1003,Avocados,55.66,False,1,10,2022,0.975
2022-10-05,1003,Avocados,86.77,True,2,10,2022,0.975
2022-10-06,1003,Avocados,68.98,False,3,10,2022,0.975
2022-10-07,1003,Avocados,81.28,True,4,10,2022,0.975
2022-10-08,1003,Avocados,75.29,False,5,10,2022,0.976
2022-10-09,1003,Avocados,77.68,False,6,10,2022,0.976
2022-10-10,1003,Avocados,45.88,False,0,10,2022,0.976
2022-10-11,1003,Avocados,52.36,False,1,10,2022,0.976
2022-10-12,1003,Avocados,73.79,True,2,10,2022,0.976
2022-10-13,1003,Avocados,62.3,False,3,10,2022,0.976
2022-10-14,1003,Avocados,76.07,True,4,10,2022,0.976
2022-10-15,1003,Avocados,109.73,True,5,10,2022,0.976
2022-10-16,1003,Avocados,87.49,False,6,10,2022,0.976
2022-10-17,1003,Avocados,72.55,True,0,10,2022,0.976
2022-10-18,1003,Avocados,82.27,False,1,10,2022,0.976
2022-10-19,1003,Avocados,90.76,True,2,10,2022,0.977
2022-10-20,1003,Avocados,71.16,False,3,10,2022,0.977
2022-10-21,1003,Avocados,68.89,False,4,10,2022,0.977
2022-10-22,1003,Avocados,110.27,True,5,10,2022,0.977
2022-10-23,1003,Avocados,84.41,False,6,10,2022,0.977
2022-10-24,1003,Avocados,52.42,False,0,10,2022,0.977
2022-10-25,1003,Avocados,43.87,False,1,10,2022,0.977
2022-10-26,1003,Avocados,66.25,False,2,10,2022,0.977
2022-10-27,1003,Avocados,69.82,False,3,10,2022,0.977
2022-10-28,1003,Avocados,61.44,False,4,10,2022,0.977
2022-10-29,1003,Avocados,94.36,False,5,10,2022,0.977
2022-10-30,1003,Avocados,78.58,False,6,10,2022,0.978
2022-10-31,1003,Avocados,56.29,False,0,10,2022,0.978
2022-11-01,1003,Avocados,62.16,False,1,11,2022,0.978
2022-11-02,1003,Avocados,72.09,False,2,11,2022,0.978
2022-11-03,1003,Avocados,58.87,False,3,11,2022,0.978
2022-11-04,1003,Avocados,103.08,True,4,11,2022,0.978
2022-11-05,1003,Avocados,76.21,False,5,11,2022,0.978
2022-11-06,1003,Avocados,99.01,False,6,11,2022,0.978
2022-11-07,1003,Avocados,72.48,True,0,11,2022,0.978
2022-11-08,1003,Avocados,63.03,False,1,11,2022,0.978
2022-11-09,1003,Avocados,50.34,False,2,11,2022,0.978
2022-11-10,1003,Avocados,68.61,False,3,11,2022,0.979
2022-11-11,1003,Avocados,96.42,True,4,11,2022,0.979
2022-11-12,1003,Avocados,98.68,False,5,11,2022,0.979
2022-11-13,1003,Avocados,79.11,False,6,11,2022,0.979
2022-11-14,1003,Avocados,63.71,False,0,11,2022,0.979
2022-11-15,1003,Avocados,72.12,False,1,11,2022,0.979
2022-11-16,1003,Avocados,67.02,False,2,11,2022,0.979
2022-11-17,1003,Avocados,82.83,False,3,11,2022,0.979
2022-11-18,1003,Avocados,70.04,False,4,11,2022,0.979
2022-11-19,1003,Avocados,70.29,False,5,11,2022,0.979
2022-11-20,1003,Avocados,74.83,False,6,11,2022,0.979
2022-11-21,1003,Avocados,47.68,False,0,11,2022,0.98
2022-11-22,1003,Avocados,54.73,False,1,11,2022,0.98
2022-11-23,1003,Avocados,97.48,True,2,11,2022,0.98
2022-11-24,1003,Avocados,62.68,False,3,11,2022,0.98
2022-11-25,1003,Avocados,61.35,False,4,11,2022,0.98
2022-11-26,1003,Avocados,137.52,True,5,11,2022,0.98
2022-11-27,1003,Avocados,76.17,False,6,11,2022,0.98
2022-11-28,1003,Avocados,63.53,False,0,11,2022,0.98
2022-11-29,1003,Avocados,53.3,False,1,11,2022,0.98
2022-11-30,1003,Avocados,47.34,False,2,11,2022,0.98
2022-12-01,1003,Avocados,94.36,True,3,12,2022,0.981
2022-12-02,1003,Avocados,81.79,False,4,12,2022,0.981
2022-12-03,1003,Avocados,100.0,False,5,12,2022,0.981
2022-12-04,1003,Avocados,97.23,False,6,12,2022,0.981
2022-12-05,1003,Avocados,60.87,False,0,12,2022,0.981
2022-12-06,1003,Avocados,73.67,False,1,12,2022,0.981
2022-12-07,1003,Avocados,66.49,False,2,12,2022,0.981
2022-12-08,1003,Avocados,64.78,False,3,12,2022,0.981
2022-12-09,1003,Avocados,77.78,False,4,12,2022,0.981
2022-12-10,1003,Avocados,117.76,True,5,12,2022,0.981
2022-12-11,1003,Avocados,100.33,False,6,12,2022,0.981
2022-12-12,1003,Avocados,53.46,False,0,12,2022,0.982
2022-12-13,1003,Avocados,71.88,False,1,12,2022,0.982
2022-12-14,1003,Avocados,79.07,False,2,12,2022,0.982
2022-12-15,1003,Avocados,61.57,False,3,12,2022,0.982
2022-12-16,1003,Avocados,109.52,False,4,12,2022,0.982
2022-12-17,1003,Avocados,98.6,False,5,12,2022,0.982
2022-12-18,1003,Avocados,99.49,False,6,12,2022,0.982
2022-12-19,1003,Avocados,70.24,True,0,12,2022,0.982
2022-12-20,1003,Avocados,70.25,False,1,12,2022,0.982
2022-12-21,1003,Avocados,94.1,False,2,12,2022,0.982
2022-12-22,1003,Avocados,68.45,False,3,12,2022,0.982
2022-12-23,1003,Avocados,94.59,False,4,12,2022,0.983
2022-12-24,1003,Avocados,120.44,False,5,12,2022,0.983
2022-12-25,1003,Avocados,122.28,True,6,12,2022,0.983
2022-12-26,1003,Avocados,82.0,False,0,12,2022,0.983
2022-12-27,1003,Avocados,58.5,False,1,12,2022,0.983
2022-12-28,1003,Avocados,73.46,False,2,12,2022,0.983
2022-12-29,1003,Avocados,96.94,True,3,12,2022,0.983
2022-12-30,1003,Avocados,89.71,False,4,12,2022,0.983
2022-12-31,1003,Avocados,98.47,False,5,12,2022,0.983
2023-01-01,1003,Avocados,102.29,False,6,1,2023,0.983
2023-01-02,1003,Avocados,68.76,False,0,1,2023,0.983
2023-01-03,1003,Avocados,70.81,False,1,1,2023,0.984
2023-01-04,1003,Avocados,90.08,False,2,1,2023,0.984
2023-01-05,1003,Avocados,81.37,False,3,1,2023,0.984
2023-01-06,1003,Avocados,79.29,False,4,1,2023,0.984
2023-01-07,1003,Avocados,164.53,True,5,1,2023,0.984
2023-01-08,1003,Avocados,97.36,False,6,1,2023,0.984
2023-01-09,1003,Avocados,75.82,True,0,1,2023,0.984
2023-01-10,1003,Avocados,69.72,False,1,1,2023,0.984
2023-01-11,1003,Avocados,70.84,False,2,1,2023,0.984
2023-01-12,1003,Avocados,92.14,False,3,1,2023,0.984
2023-01-13,1003,Avocados,92.68,False,4,1,2023,0.984
2023-01-14,1003,Avocados,115.11,False,5,1,2023,0.985
2023-01-15,1003,Avocados,100.69,False,6,1,2023,0.985
2023-01-16,1003,Avocados,71.42,False,0,1,2023,0.985
2023-01-17,1003,Avocados,59.63,False,1,1,2023,0.985
2023-01-18,1003,Avocados,90.49,False,2,1,2023,0.985
2023-01-19,1003,Avocados,94.18,False,3,1,2023,0.985
2023-01-20,1003,Avocados,94.84,False,4,1,2023,0.985
2023-01-21,1003,Avocados,118.46,False,5,1,2023,0.985
2023-01-22,1003,Avocados,109.97,False,6,1,2023,0.985
2023-01-23,1003,Avocados,104.96,True,0,1,2023,0.985
2023-01-24,1003,Avocados,127.05,True,1,1,2023,0.985
